,CVE_DOC,FECHA_ENT,FECHA_VEN,CAN_TOT
0,F31495,2020-03-13,2020-03-28,900.0000000000001
1,F34012,2021-01-27,2021-01-27,1560.0000000000002
2,F37241,2022-02-01,2022-01-31,2118.0
3,F37242,2022-02-03,2022-01-31,1250.0
4,F37243,2022-01-21,2022-01-31,2468.0
5,F37244,2022-01-31,2022-01-31,2500.0
6,F37245,2022-01-31,2022-01-31,1896.5517000000002
7,F37246,2022-01-31,2022-01-31,15711.706800000002
8,F37247,2022-01-31,2022-01-31,411.62750000000005
9,F37248,2022-01-31,2022-01-31,344.85
10,F38147,2022-05-03,2022-06-11,1500.0000000000002
11,F36128,2021-09-13,2021-09-13,125184.16
12,F36130,2021-09-13,2021-09-13,125184.16
13,F36284,2021-09-29,2021-10-07,114097.66999999993
14,F29750,2019-10-02,2019-10-17,2655.0
15,F30466,2019-11-25,2019-12-18,2655.0
16,F30523,2019-12-02,2019-12-24,4606.8
17,F31146,2020-02-10,2020-02-29,5310.0
18,F32238,2020-06-29,2020-07-28,5310.0
19,F32300,2020-07-10,2020-08-05,4606.8
20,F32634,2020-08-25,2020-09-09,2458.75
21,F33249,2020-10-22,2020-11-11,2655.0
22,F33728,2020-12-11,2020-12-30,2764.0800000000004
23,F34909,2021-04-23,2021-05-13,4606.8
24,F36953,2021-12-10,2022-01-01,3899.0
25,F37125,2022-01-18,2022-02-01,2655.0
26,F37964,2022-04-20,2022-05-10,27409.6
27,F29782,2019-10-04,2019-11-03,7590.000000000001
28,F30596,2019-12-11,2020-01-16,6987.500000000001
29,F30614,2019-12-16,2020-01-16,9108.0
30,F31580,2020-03-11,2020-04-22,3493.7500000000005
31,F31602,2020-03-11,2020-04-23,3493.7500000000005
32,F31631,2020-03-03,2020-04-26,7400.0
33,F32506,2020-07-30,2020-09-11,7476.7
34,F33647,2020-11-25,2021-01-06,11529.36
35,F33980,2021-01-15,2021-02-24,13496.000000000002
36,F34049,2021-01-29,2021-02-28,11529.362000000001
37,F35372,2021-06-15,2021-07-22,1900.0000000000002
38,F35381,2021-06-16,2021-07-23,10481.25
39,F35699,2021-07-27,2021-08-28,9108.0
40,F36456,2021-10-22,2021-11-19,9108.0
41,F36999,2021-12-16,2022-01-22,9108.0
42,F37429,2022-02-17,2022-03-23,9108.0
43,F38539,2022-07-07,2022-07-07,467.67
44,F30341,2019-11-22,2019-11-22,144.0
45,F32708,2020-08-25,2020-08-31,2430.0
46,F34033,2021-01-27,2021-01-29,1620.0
47,F34034,2021-01-27,2021-01-29,810.0000000000001
48,F37986,2022-04-22,2022-04-26,1152.6000000000001
49,F39251,2022-09-27,2022-10-05,1152.6000000000001
50,F40100,2023-01-16,2023-02-07,1829.3500000000001
51,F33863,2021-01-11,2021-01-11,541.2
52,F29691,2019-09-30,2019-10-30,3150.0000000000005
53,F30005,2019-10-23,2019-11-22,3150.0000000000005
54,F31032,2020-02-06,2020-03-07,3150.0
55,F31305,2020-02-27,2020-03-28,3150.0
56,F31513,2020-03-17,2020-04-16,3150.0000000000005
57,F31916,2020-05-28,2020-07-02,3150.0000000000005
58,F32443,2020-07-29,2020-09-04,3150.0000000000005
59,F32770,2020-09-07,2020-10-07,1575.0000000000002
60,F33036,2020-10-07,2020-11-06,1575.0000000000002
61,F33490,2020-11-24,2020-12-24,3150.0000000000005
62,F33803,2020-09-07,2021-02-04,3150.0
63,F34391,2021-03-02,2021-04-01,3150.0
64,F34702,2021-03-31,2021-05-06,1440.0000000000002
65,F35057,2021-05-17,2021-06-16,3150.0000000000005
66,F35421,2021-06-28,2021-07-28,3150.0000000000005
67,F35749,2021-08-03,2021-09-02,3150.0000000000005
68,F37460,2022-02-24,2022-03-26,3150.0000000000005
69,F37601,2022-03-10,2022-04-09,1575.0000000000002
70,F29435,2019-09-06,2019-10-06,1196.6
71,F29533,2019-09-18,2019-10-18,17230.0
72,F29537,2019-09-18,2019-10-18,37000.0
73,F29660,2019-09-26,2019-10-26,17230.0
74,F30053,2019-10-23,2019-11-27,54230.0
75,F30324,2019-11-15,2019-12-21,13962.000000000002
76,F31199,2020-02-20,2020-03-21,373.9
77,F31200,2020-02-25,2020-03-21,13962.000000000002
78,F31258,2020-02-25,2020-03-26,1255.0
79,F32938,2020-09-28,2020-10-28,1660.0000000000002
80,F34987,2021-05-05,2021-05-05,397.16
81,F39012,2022-09-08,2022-09-08,182.97
82,F29648,2019-09-25,2019-09-25,267.24
83,F32155,2020-07-02,2020-07-02,332.28
84,F34699,2021-04-06,2021-04-06,259.76
85,F35675,2021-07-27,2021-07-27,465.54
86,F37013,2021-12-23,2021-12-23,6034.4827
87,F37143,2021-12-20,2022-01-19,12769.6
88,F38472,2022-06-09,2022-06-28,2742.0
89,F38764,2022-08-08,2022-08-08,310.0
90,F39509,2022-11-07,2022-11-07,705.0
91,F29594,2019-09-19,2019-10-05,2900.0
92,F31259,2020-02-21,2020-03-11,2100.0
93,F32367,2020-07-28,2020-08-12,6557.000000000001
94,F33489,2020-11-19,2020-12-09,4759.3640000000005
95,F34356,2021-02-25,2021-03-13,9200.0
96,F34588,2021-03-23,2021-04-07,275.0
97,F35279,2021-04-16,2021-06-25,13500.000000000002
98,F36112,2021-09-02,2021-09-25,3500.0
99,F36911,2021-12-10,2021-12-25,2750.0
100,F36997,2021-12-23,2022-01-07,6540.0
101,F32220,2020-06-25,2020-07-10,1427.6000000000001
102,F32221,2020-06-25,2020-07-10,1427.6
103,F32222,2020-06-25,2020-07-10,1427.6
104,F32229,2020-06-25,2020-07-13,1427.6000000000001
105,F32230,2020-06-25,2020-07-13,1427.6000000000001
106,F32396,2020-07-16,2020-07-30,1427.6000000000001
107,F32397,2020-07-16,2020-07-30,1427.6000000000001
108,F32398,2020-07-16,2020-07-30,1427.6000000000001
109,F37116,2022-01-14,2022-01-29,3937.5000000000005
110,F39756,2022-12-07,2022-12-28,18900.0
111,F40194,2023-02-21,2023-03-08,755.0
112,F30168,2019-11-06,2019-11-06,2517.2000000000003
113,F30172,2019-11-06,2019-11-06,2170.0
114,F30416,2019-11-14,2019-12-13,29750.000000000004
115,F30481,2019-12-04,2019-12-19,17364.0
116,F31023,2020-02-05,2020-02-21,3190.0000000000005
117,F31107,2020-02-05,2020-02-26,2750.0
118,F32049,2020-06-23,2020-07-08,1426.2500000000002
119,F32179,2020-07-07,2020-07-22,1426.2500000000002
120,F32641,2020-08-28,2020-09-10,6578.36
121,F32901,2020-09-09,2020-10-08,955.44
122,F33058,2020-10-08,2020-10-23,5671.0
123,F33195,2020-10-14,2020-11-05,6872.8
124,F36217,2021-09-20,2021-10-08,753.8
125,F37711,2022-03-22,2022-04-07,7903.200000000001
126,F29563,2019-09-19,2019-10-04,249.05
127,F30129,2019-11-04,2019-11-19,74.76
128,F30604,2019-12-17,2020-01-01,683.5000000000001
129,F35031,2021-05-12,2021-05-27,678.95
130,F35273,2021-06-09,2021-06-24,996.546
131,F35367,2021-06-21,2021-07-06,3150.0000000000005
132,F31590,2020-03-23,2020-03-23,2269.2400000000002
133,F33641,2020-12-04,2020-12-04,802.7
134,F35046,2021-05-13,2021-05-13,2731.9080000000004
135,F35113,2021-05-21,2021-05-21,7285.088000000001
136,F36575,2021-11-03,2021-11-04,384.0
137,F38363,2022-06-13,2022-06-13,586.6
138,F39148,2022-09-26,2022-09-26,465.20000000000005
139,F30796,2020-01-13,2020-01-15,2562.0
140,F33474,2020-11-18,2020-11-20,2758.6206
141,F35908,2021-08-19,2021-08-20,11172.42
142,F36308,2021-09-30,2021-09-30,942.0
143,F36397,2021-10-07,2021-10-12,942.0000000000001
144,F37806,2022-03-31,2022-03-31,8376.75
145,F37903,2022-03-30,2022-04-13,11169.000000000002
146,F31144,2019-12-11,2020-02-14,432.76000000000005
147,F31145,2019-12-11,2020-02-14,432.76000000000005
148,F31443,2020-03-09,2020-03-09,168.0
149,F31956,2020-06-09,2020-06-09,369.4109
150,F32629,2020-08-17,2020-08-25,1525.8500000000001
151,F35641,2021-06-23,2021-07-22,5551.2
152,F38702,2022-08-04,2022-07-29,1369.18
153,F38879,2022-08-23,2022-08-23,550.0
154,F39052,2022-09-14,2022-09-14,517.89
155,F29685,2019-09-19,2019-09-27,5392.320000000001
156,F29967,2019-10-04,2019-10-21,6937.500000000001
157,F29581,2019-09-20,2019-09-20,2034.0000000000002
158,F33572,2020-11-30,2020-11-30,1724.1379000000002
159,F35193,2021-05-21,2021-07-12,5500.0
160,F36437,2021-10-15,2021-11-29,2800.5000000000005
161,F39871,2021-10-20,2023-02-20,2800.5
162,F39921,2023-01-10,2023-02-27,26100.000000000004
163,F39934,2023-01-10,2023-03-04,26100.000000000004
164,F40108,2023-02-03,2023-03-25,9499.95
165,F40227,2023-02-23,2023-04-10,23099.88
166,F40228,2023-02-27,2023-04-10,9023.99
167,F40300,2023-03-01,2023-04-17,4667.5
168,F29470,2019-09-11,2019-09-11,500.0
169,F29867,2019-10-10,2019-10-10,172.36200000000002
170,F33270,2020-10-29,2020-10-29,300.0
171,F34289,2021-02-22,2021-02-22,600.0
172,F35248,2021-06-03,2021-06-03,600.0
173,F37079,2022-01-07,2022-01-07,422.0
174,F37330,2022-02-10,2022-02-10,2033.35511
175,F38040,2022-04-29,2022-04-29,600.0
176,F38041,2022-04-29,2022-04-29,290.67240000000004
177,F38956,2022-08-30,2022-08-31,2212.952
178,F40019,2023-01-27,2023-01-27,600.0
179,F33477,2020-11-18,2020-11-23,1287.5
180,F34120,2021-02-05,2021-02-05,5424.2880000000005
181,F35893,2021-08-19,2021-08-19,432.00000000000006
182,F35896,2021-08-20,2021-08-20,432.0
183,F35938,2021-08-24,2021-08-24,862.2
184,F30449,2019-11-29,2019-11-29,6649.500000000001
185,F30588,2019-12-11,2019-12-16,6649.5
186,F38217,2022-05-20,2022-05-23,6528.000000000001
187,F32647,2020-08-24,2020-08-26,28760.000000000004
188,F29607,2019-09-20,2019-10-23,1054.0
189,F29608,2019-09-20,2019-10-23,1054.0
190,F29621,,2019-10-23,1230.0
191,F29795,2019-09-26,2019-11-03,1054.0
192,F29911,2019-10-09,2019-11-14,1230.0
193,F30223,2019-10-28,2019-12-12,1230.0
194,F30866,2020-01-21,2020-02-21,3700.0000000000005
195,F31052,2020-01-31,2020-03-08,2125.5
196,F31053,2020-01-21,2020-03-08,1850.0000000000002
197,F31154,2020-02-19,2020-03-18,3700.0000000000005
198,F31168,2020-02-19,2020-03-19,1230.0
199,F31238,2020-02-26,2020-03-25,1954.0
200,F31435,2020-03-05,2020-04-08,2000.0
201,F31597,2020-03-25,2020-04-23,1779.0000000000002
202,F31598,2020-04-03,2020-04-23,4000.0000000000005
203,F31928,2020-06-02,2020-07-04,1500.0000000000002
204,F31929,2020-06-02,2020-07-04,1500.0000000000002
205,F32079,2020-06-02,2020-07-26,1230.0
206,F32142,2020-07-02,2020-08-01,895.5000000000001
207,F32377,2020-07-21,2020-08-28,1954.0
208,F32439,2020-08-06,2020-09-04,3700.0000000000005
209,F32580,2020-08-14,2020-09-18,1230.0
210,F32737,2020-09-03,2020-10-03,895.5
211,F32880,2020-09-21,2020-10-21,261.0
212,F32898,2020-09-23,2020-10-23,895.5
213,F32907,2020-09-28,2020-10-24,2460.0
214,F33050,2020-10-08,2020-11-07,895.5000000000001
215,F33885,2021-01-12,2021-01-13,1500.0000000000002
216,F33985,2021-01-21,2021-01-26,3355.5
217,F34320,2021-02-18,2021-03-26,1054.0
218,F34768,2021-04-09,2021-05-13,1230.0
219,F34815,2021-04-19,2021-05-19,1211.0725000000002
220,F34975,2021-05-05,2021-06-04,1500.0
221,F34976,2021-05-03,2021-06-04,1230.0
222,F35107,2021-05-18,2021-06-19,1791.0000000000002
223,F35124,2021-05-24,2021-06-23,315.55
224,F35415,2021-06-15,2021-07-25,3700.0000000000005
225,F35565,2021-07-07,2021-08-13,1230.0
226,F35620,2021-07-21,2021-08-20,315.55
227,F35724,2021-07-27,2021-08-29,4200.0
228,F35754,2021-08-04,2021-09-03,315.5725
229,F36048,2021-09-09,2021-10-03,1545.55
230,F36093,2021-09-08,2021-10-08,1500.0000000000002
231,F36174,2021-09-17,2021-10-17,2800.0000000000005
232,F36321,2021-09-30,2021-11-03,5700.000000000001
233,F36455,2021-10-20,2021-11-19,1230.0
234,F36581,2021-11-04,2021-12-04,315.55
235,F37319,2022-02-09,2022-03-11,1054.0
236,F37588,2022-03-04,2022-04-08,1500.0
237,F37740,2022-03-23,2022-04-27,3700.0000000000005
238,F38146,2022-05-05,2022-06-11,315.57250000000005
239,F38509,2022-06-24,2022-08-03,1054.0
240,F38515,2022-07-04,2022-08-03,315.57250000000005
241,F38542,2022-07-06,2022-08-06,1230.0
242,F38700,2022-07-28,2022-08-28,4125.0
243,F38810,2022-08-12,2022-09-11,6311.000000000001
244,F38882,2022-08-24,2022-09-22,1230.0
245,F39317,2022-10-20,2022-11-16,315.55
246,F39495,2022-11-04,2022-12-04,315.55
247,F39496,2022-11-04,2022-12-04,1500.0000000000002
248,F39551,2022-11-11,2022-12-11,6311.000000000001
249,F39677,2022-11-29,2022-12-30,12622.000000000002
250,F39678,2022-11-25,2022-12-30,1230.0
251,F39720,2022-12-07,2023-01-06,12622.000000000002
252,F39721,2022-12-07,2023-01-06,1230.0
253,F39947,2023-01-17,2023-02-18,315.55
254,F39954,2023-01-17,2023-02-19,1230.0
255,F40092,2023-02-03,2023-03-09,1500.0
256,F40161,2023-02-15,2023-03-18,315.55
257,F32836,2020-09-14,2020-09-14,120.0
258,F33075,2020-10-09,2020-10-09,538.4000000000001
259,F30592,2019-12-16,2019-12-16,1062.97
260,F31035,2020-02-06,2020-02-06,391.74600000000004
261,F31067,2020-02-07,2020-02-07,78.3492
262,F31176,2020-02-18,2020-02-18,1975.0000000000002
263,F31796,2020-04-23,2020-04-30,2319.1000000000004
264,F32127,2020-06-30,2020-06-30,600.0
265,F33653,2020-12-07,2020-12-07,261.16400000000004
266,F33777,2020-12-09,2020-12-21,600.0
267,F33913,2021-01-18,2021-01-18,68.96000000000001
268,F33984,2021-01-26,2021-01-26,686.0
269,F34092,2021-02-03,2021-02-03,383.3492
270,F34145,2021-02-10,2021-02-10,288.0
271,F34679,2021-04-06,2021-03-31,2649.9990000000003
272,F35805,2021-08-11,2021-08-11,1100.0
273,F35820,2021-08-12,2021-08-12,610.0
274,F35919,2021-08-23,2021-08-23,275.0
275,F37705,2022-03-23,2022-03-23,166.091
276,F38715,2022-07-27,2022-07-29,1361.3600000000001
277,F39058,2022-09-07,2022-09-14,1118.5100000000002
278,F39071,2022-09-19,2022-09-19,290.0
279,F39141,2022-09-23,2022-09-23,580.0
280,F39325,2022-10-18,2022-10-18,574.6
281,F39457,2022-10-18,2022-10-31,2873.0000000000005
282,F39692,2022-12-01,2022-12-05,725.0000000000001
283,F39723,2022-12-08,2022-12-08,2900.0000000000005
284,F40243,2023-02-15,2023-02-24,2900.0
285,F34155,2021-02-10,2021-02-10,3690.0000000000005
286,F31680,2020-03-31,2020-04-15,8326.5172
287,F31687,2020-03-31,2020-04-15,8326.5172
288,F31709,2020-03-24,2020-04-18,8326.52
289,F29915,2019-10-07,2019-10-16,1166.7
290,F29916,2019-10-16,2019-10-16,1166.7
291,F32198,2020-07-09,2020-07-09,129.35000000000002
292,F33780,2020-12-21,2020-12-21,651.5
293,F33892,2021-01-04,2021-01-13,651.5
294,F36878,2021-11-26,2021-12-07,637.5006000000001
295,F36887,2021-11-26,2021-12-08,1577.9874
296,F37504,2022-02-08,2022-02-28,1002.7500000000001
297,F37667,2022-03-04,2022-03-17,2005.5000000000002
298,F30744,2020-01-09,2020-01-09,900.0000000000001
299,F31119,2020-02-06,2020-02-12,966.5000000000001
300,F31900,2020-05-25,2020-05-29,966.5000000000001
301,F34109,2021-02-04,2021-02-04,1000.0000000000001
302,F36176,2021-09-17,2021-09-17,410.93640000000005
303,F38899,2022-08-25,2022-08-25,1124.2
304,F30514,2019-12-02,2019-12-06,7471.275
305,F30959,2020-01-24,2020-01-30,2709.0
306,F30966,2020-01-30,2020-01-31,2500.0000000000005
307,F30971,2020-01-31,2020-01-31,7471.26
308,F30976,2020-01-31,2020-01-31,6391.38
309,F31038,2020-01-31,2020-02-06,1056.99
310,F31056,2020-01-27,2020-02-07,3600.0000000000005
311,F31520,2020-03-17,2020-03-17,2000.0000000000002
312,F31691,2020-03-27,2020-03-31,1442.0000000000002
313,F31736,2020-03-30,2020-04-22,1873.0000000000002
314,F32252,2020-07-03,2020-07-15,957.0000000000001
315,F33183,2020-10-20,2020-10-20,504.00000000000006
316,F33205,2020-10-21,2020-10-21,504.00000000000006
317,F33260,2020-10-28,2020-10-28,267.24
318,F33992,2021-01-26,2021-01-26,150.6
319,F34044,2021-01-29,2021-01-29,157.325
320,F34192,2021-02-12,2021-02-12,738.44
321,F35354,2021-06-18,2021-06-18,267.27270000000004
322,F35357,2021-06-18,2021-06-18,1552.18
323,F36068,2021-09-06,2021-09-06,942.0000000000001
324,F32511,2020-07-31,2020-08-12,3519.5400000000004
325,F32831,2020-09-09,2020-09-11,1599.7092
326,F33000,2020-10-02,2020-10-02,258.0
327,F33035,2020-09-18,2020-10-07,6230.9
328,F36959,2021-10-18,2021-12-20,886.0000000000001
329,F35179,2021-05-27,2021-05-27,347.2875
330,F35200,2021-05-31,2021-05-31,347.2875
331,F36763,2021-11-25,2021-11-25,347.2875
332,F36774,2021-11-26,2021-11-26,694.575
333,F36828,2021-12-02,2021-12-02,1674.42
334,F36830,2021-12-02,2021-12-02,1674.42
335,F37141,2022-01-10,2022-01-19,1116.28
336,F37142,2022-01-10,2022-01-19,1116.2800000000002
337,F38869,2022-08-22,2022-08-22,1041.8625000000002
338,F38870,2022-08-22,2022-08-22,694.575
339,F39899,2023-01-09,2023-01-10,7368.000000000001
340,F40167,2023-02-17,2023-02-17,155.0
341,F40268,2023-03-02,2023-02-28,568.96
342,F37635,2022-03-15,2022-03-15,1141.0
343,F37910,2022-04-12,2022-04-13,3021.0
344,F33516,2020-11-25,2020-11-25,910.0
345,F33522,2020-11-26,2020-11-26,384.75500000000005
346,F36393,2021-10-12,2021-10-12,250.0
347,F36429,2021-10-15,2021-10-15,540.0
348,F29639,2019-09-25,2019-10-25,1250.0
349,F29663,2019-09-26,2019-10-26,1250.0
350,F29754,2019-10-04,2019-11-02,10500.0
351,F29854,2019-10-04,2019-11-09,2465.0
352,F29951,2019-10-09,2019-11-17,3000.0000000000005
353,F29952,2019-10-18,2019-11-17,13750.000000000002
354,F30259,2019-10-18,2019-12-14,9560.0
355,F30782,2020-01-16,2020-02-13,3860.0000000000005
356,F31041,2020-01-23,2020-03-07,10000.0
357,F31087,2020-01-10,2020-03-12,4620.0
358,F29919,2019-10-17,2019-11-30,3383.0000000000005
359,F31021,2020-02-04,2020-03-22,1640.0
360,F31423,2020-03-06,2020-04-20,4905.0
361,F33321,2020-11-03,2020-12-19,2700.0
362,F33324,2020-11-03,2020-12-19,2700.0
363,F33648,2020-12-09,2021-01-21,4000.0000000000005
364,F34406,2021-03-08,2021-04-17,2913.0000000000005
365,F35044,2021-05-11,2021-06-27,5100.0
366,F36490,2021-10-25,2021-12-09,3923.0
367,F37226,2022-01-27,2022-03-17,5251.0
368,F37378,2022-02-16,2022-04-02,5251.0
369,F37464,2022-02-25,2022-04-10,18630.0
370,F37531,2022-03-02,2022-04-16,5251.0
371,F37937,2022-04-20,2022-06-04,5251.0
372,F38362,2022-06-10,2022-07-25,7212.35
373,F39696,2022-11-23,2023-01-19,13688.000000000002
374,F40184,2023-02-09,2023-04-06,10394.0
375,F40197,2023-02-21,2023-04-07,13688.000000000002
376,F33969,2021-01-22,2021-01-22,2845.0
377,F33457,2020-11-19,2020-12-19,1450.0000000000002
378,F33699,2020-11-30,2021-01-10,1450.0
379,F33853,2020-12-22,2021-02-07,6800.000000000001
380,F33856,2021-01-05,2021-02-07,7500.000000000001
381,F30516,2019-12-06,2019-12-06,813.8100000000001
382,F31795,2020-03-09,2020-04-30,4178.530000000001
383,F33304,2020-10-30,2020-10-30,1493.5948
384,F33352,2020-10-28,2020-11-06,1493.6000000000001
385,F35067,2021-04-21,2021-05-18,4956.73
386,F37626,2022-03-15,2022-03-15,999.9068000000001
387,F37813,2022-04-05,2022-03-31,4956.7300000000005
388,F38633,2022-07-12,2022-07-21,4956.7300000000005
389,F31694,2020-03-23,2020-04-17,3480.0000000000005
390,F32329,2020-07-14,2020-08-07,1740.0000000000002
391,F35165,2021-05-12,2021-06-10,5220.0
392,F38707,2022-07-04,2022-08-13,8700.0
393,F30280,2019-11-19,2019-11-30,4635.0
394,F30343,2019-11-19,2019-12-07,3472.0000000000005
395,F30525,2019-12-04,2019-12-24,5621.500000000001
396,F31605,2020-03-25,2020-04-08,3842.2000000000003
397,F36003,2021-08-31,2021-09-15,2482.2900000000004
398,F37458,2022-02-23,2022-03-11,9600.0
399,F38637,2022-07-20,2022-08-05,16321.600000000002
400,F38675,2022-07-27,2022-08-11,3521.6
401,F39088,2022-09-19,2022-10-05,22417.600000000002
402,F40073,2023-01-31,2023-02-17,8092.000000000001
403,F40074,2023-01-18,2023-02-17,3597.9500000000003
404,F40229,2023-02-24,2023-03-11,6529.6
405,F34637,2021-03-26,2021-03-26,1281.3600000000001
406,F29442,2019-09-09,2019-09-09,9586.0
407,F29630,2019-09-24,2019-09-24,3885.4800000000005
408,F31222,2020-02-21,2020-03-07,3150.0000000000005
409,F31277,2020-02-18,2020-03-12,6570.64
410,F31366,2020-03-03,2020-03-18,624.0600000000001
411,F31650,2020-03-30,2020-04-14,1435.8270000000002
412,F32747,2020-09-03,2020-09-18,102.00000000000001
413,F33013,2020-10-02,2020-10-17,2380.0
414,F33048,2020-10-08,2020-10-23,255.00000000000003
415,F33627,2020-12-03,2020-12-18,780.4000000000001
416,F34454,2021-03-08,2021-03-23,4219.146000000001
417,F34979,2021-05-05,2021-05-20,224.31750000000002
418,F36290,2021-09-30,2021-10-15,269.18100000000004
419,F37351,2022-02-03,2022-02-26,10150.0
420,F37627,2022-03-15,2022-03-30,200.0
421,F38855,2022-08-12,2022-09-03,1175.0
422,F38858,2022-08-12,2022-09-03,1175.0
423,F39517,2022-11-08,2022-11-23,2175.0
424,F39799,2022-12-21,2023-01-05,320.0
425,F39931,2023-01-17,2023-02-01,478.60900000000004
426,F31954,2020-05-27,2020-06-24,1600.0000000000002
427,F33336,2020-11-03,2020-11-19,60.1454
428,F33595,2020-12-01,2020-12-16,165.0
429,F36329,2021-09-28,2021-10-20,1210.0
430,F37847,2022-04-06,2022-04-21,377.9200000000001
431,F29886,2019-10-08,2019-10-11,1076.97051
432,F29887,2019-10-11,2019-10-11,1076.97051
433,F30716,2020-01-07,2020-01-07,227.50000000000003
434,F30816,2020-01-16,2020-01-16,584.0
435,F30877,2020-01-16,2020-01-22,1054.6938
436,F30878,2020-01-16,2020-01-22,1054.6596000000002
437,F31472,2020-03-02,2020-03-11,745.5000000000001
438,F33024,2020-09-28,2020-10-06,792.0000000000001
439,F33239,2020-10-27,2020-10-27,250.00000000000003
440,F33502,2020-11-11,2020-11-25,1485.0000000000002
441,F33505,2020-11-11,2020-11-25,888.2
442,F33712,2020-12-14,2020-12-14,240.00000000000003
443,F33954,2021-01-21,2021-01-21,480.00000000000006
444,F35117,2021-05-21,2021-05-21,960.0000000000001
445,F37234,2022-01-31,2022-01-31,480.00000000000006
446,F37280,2022-01-21,2022-02-03,2483.25
447,F37392,2022-02-17,2022-02-17,1241.6229
448,F37393,2022-02-17,2022-02-17,1241.6229
449,F37663,2022-03-17,2022-03-17,480.0
450,F38511,2022-07-01,2022-07-04,517.2
451,F40309,2023-03-07,2023-03-07,129.3
452,F32967,2020-09-30,2020-10-15,5110.8486
453,F34875,2021-04-23,2021-05-08,5110.8486
454,F35519,2021-07-07,2021-07-22,5110.8486
455,F38079,2022-05-04,2022-05-19,5110.8486
456,F38902,2022-08-25,2022-09-09,7666.272900000001
457,F40113,2023-02-03,2023-02-24,5110.8486
458,F35331,2021-06-02,2021-06-16,3741.1600000000003
459,F36723,2021-11-12,2021-11-22,7482.320000000001
460,F31671,2020-03-17,2020-04-15,2112.0
461,F31899,2020-05-25,2020-06-13,2672.672
462,F32050,2020-06-10,2020-07-08,826.0000000000001
463,F36469,2021-10-20,2021-11-05,1392.0
464,F39290,2022-10-12,2022-10-27,114.00000000000001
465,F30795,2020-01-14,2020-01-14,514.5600000000001
466,F31159,2020-02-10,2020-02-17,1905.5600000000002
467,F33314,2020-10-20,2020-10-30,329.77000000000004
468,F36075,2021-09-02,2021-09-06,14800.000000000002
469,F39989,2023-01-20,2023-01-24,5245.6
470,F40163,2023-02-13,2023-02-16,18500.0
471,F40270,2023-03-01,2023-02-28,18500.0
472,F29542,2019-09-18,2019-10-03,6221.800000000001
473,F29874,2019-10-11,2019-10-26,6221.800000000001
474,F29877,2019-10-11,2019-10-26,6221.800000000001
475,F31385,2020-03-03,2020-03-18,4200.0
476,F31803,2020-05-06,2020-05-21,6221.3
477,F31918,2020-05-21,2020-06-18,6300.000000000001
478,F31979,2020-06-15,2020-06-15,130.0
479,F32162,2020-07-03,2020-07-18,3036.3
480,F32347,2020-07-16,2020-08-11,4460.0
481,F33454,2020-11-19,2020-12-04,6944.0
482,F33949,2021-01-15,2021-02-05,6300.0
483,F33950,2021-01-21,2021-02-05,6943.950000000001
484,F33965,2021-01-15,2021-02-06,6300.0
485,F34141,2021-02-03,2021-02-25,2936.0000000000005
486,F34550,2021-03-18,2021-04-02,8400.0
487,F34578,2021-03-22,2021-04-06,390.00000000000006
488,F34898,2021-04-22,2021-05-12,1468.0000000000002
489,F35256,2021-05-31,2021-06-22,4404.0
490,F35359,2021-06-17,2021-07-06,2490.0
491,F35505,2021-07-06,2021-07-21,6943.950000000001
492,F36614,2021-11-05,2021-11-23,6943.950000000001
493,F36926,2021-12-15,2021-12-30,4460.0
494,F37323,2022-01-28,2022-02-24,6252.32
495,F37613,2022-03-11,2022-03-26,4200.0
496,F37638,2022-03-16,2022-03-31,4200.0
497,F38608,2022-07-13,2022-07-30,6943.950000000001
498,F39195,2022-09-28,2022-10-15,10069.5
499,F39196,2022-09-28,2022-10-15,11284.400000000001
500,F39289,2022-10-12,2022-10-27,11898.0
501,F39619,2022-11-24,2022-12-09,11898.0
502,F33202,2020-10-21,2020-11-05,534.48
503,F37210,2022-01-27,2022-02-11,102.5
504,F38048,2022-05-04,2022-05-14,3395.0000000000005
505,F31494,2020-03-09,2020-03-28,6841.4
506,F34449,2021-03-04,2021-03-23,7316.400000000001
507,F35197,2021-05-07,2021-06-15,7316.400000000001
508,F37276,2022-02-02,2022-02-18,2965.4800000000005
509,F38925,2022-08-26,2022-09-13,7616.4
510,F32487,2020-08-10,2020-08-10,1901.7966000000001
511,F32719,2020-09-02,2020-09-02,1901.7999
512,F33552,2020-11-27,2020-11-27,781.5400000000001
513,F35804,2021-08-03,2021-08-11,2625.0
514,F36184,2021-09-14,2021-09-20,2625.0
515,F36751,2021-11-24,2021-11-24,694.575
516,F37397,2022-02-15,2022-02-17,3406.54
517,F38432,2022-06-21,2022-06-22,2158.4
518,F38492,2022-07-01,2022-06-30,3122.0000000000005
519,F38688,2022-07-27,2022-07-28,4820.0
520,F39243,2022-10-04,2022-10-04,880.0000000000001
521,F34080,2021-02-02,2021-03-04,336.204
522,F38444,2022-06-21,2022-07-23,925.0000000000001
523,F29955,2019-10-02,2019-12-17,2577.1
524,F29983,2019-10-22,2019-12-21,1050.0
525,F29997,2019-10-24,2019-12-22,1937.6000000000001
526,F30055,2019-10-30,2019-12-28,3213.0
527,F30379,2019-11-15,2020-01-25,1937.6000000000001
528,F30386,2019-11-26,2020-01-25,1050.0
529,F30573,2019-12-17,2020-02-14,2577.1
