,CVE_DOC,FECHA_ENT,FECHA_VEN,CAN_TOT
1510,F39132,2022-08-23,2022-10-23,8655.0
1511,F39394,2022-10-25,2022-11-24,2684.0
1512,F39585,2022-11-14,2022-12-16,11550.0
1513,F39973,2023-01-23,2023-02-23,54970.0
1514,F40101,2023-02-07,2023-03-10,3500.0000000000005
1515,F38584,2022-07-11,2022-07-12,485.34000000000003
1516,F38844,2022-08-17,2022-08-17,1941.3600000000001
1517,F32253,2020-07-15,2020-07-15,1720.0000000000002
1518,F38098,2022-04-28,2022-05-06,1350.0
1519,F38100,2022-04-28,2022-05-06,1350.0
1520,F38236,2022-05-24,2022-06-25,1139.88
1521,F38778,2022-08-12,2022-09-09,1139.86
1522,F29675,2019-09-27,2019-10-12,21024.0
1523,F29683,2019-09-27,2019-10-12,21024.0
1524,F30258,2019-10-28,2019-11-29,20047.49
1525,F30702,2019-12-13,2020-01-21,20047.49
1526,F30960,2020-01-31,2020-02-15,21024.0
1527,F32581,2020-07-20,2020-09-03,40000.0
1528,F32611,2020-08-24,2020-09-08,21024.0
1529,F32881,2020-09-14,2020-10-06,30784.0
1530,F32954,2020-09-30,2020-10-15,10240.0
1531,F33142,2020-09-14,2020-10-30,10240.0
1532,F33436,2020-11-18,2020-12-03,3400.0000000000005
1533,F33437,2020-11-19,2020-12-03,20047.49
1534,F34955,2021-04-16,2021-05-19,40202.420000000006
1535,F37734,2022-03-22,2022-04-12,37000.0
1536,F37735,2022-03-23,2022-04-12,21600.0
1537,F39655,2022-11-29,2022-12-14,41731.57750000001
1538,F39715,2022-12-02,2022-12-22,41731.58
1539,F39716,2022-12-02,2022-12-22,41731.58
1540,F40106,2023-02-09,2023-02-23,42901.98
1541,F40122,2023-02-10,2023-02-25,9104.0
1542,F40252,2023-02-24,2023-03-14,18482.780000000002
1543,F36433,2021-10-15,2021-10-15,570.5
1544,F33390,2020-11-12,2020-11-27,957.0
1545,F33391,2020-11-12,2020-11-27,1194.9993000000002
1546,F40104,2023-02-08,2023-02-23,1337.85
1547,F40206,2023-02-22,2023-03-09,535.5
1548,F32276,2020-07-17,2020-07-17,4672.8
1549,F33470,2020-11-20,2020-11-20,1129.65
1550,F33683,2020-12-09,2020-12-09,5941.3792
1551,F33825,2021-01-06,2021-01-06,441.0
1552,F33979,2021-01-25,2021-01-25,4456.02
1553,F35163,2021-05-26,2021-05-26,5941.360000000001
1554,F35509,2021-07-06,2021-07-06,1703.7504000000001
1555,F36270,2021-09-28,2021-09-28,5034.57
1556,F36447,2021-10-19,2021-10-19,3407.5008000000003
1557,F36831,2021-12-02,2021-12-02,680.0
1558,F37201,2022-01-26,2022-01-26,170.0
1559,F37611,2022-03-11,2022-03-11,400.0
1560,F37983,2022-04-20,2022-04-26,9822.000000000002
1561,F38886,2022-08-23,2022-08-23,60.00000000000001
1562,F39081,2022-09-19,2022-09-19,680.0
1563,F39082,2022-09-12,2022-09-19,2660.9
1564,F39123,2022-09-22,2022-09-22,559.0
1565,F39445,2022-10-31,2022-10-31,1604.6
1566,F39898,2023-01-10,2023-01-10,4671.3
1567,F40251,2023-02-27,2023-02-27,7500.000000000001
1568,F34978,2021-04-19,2021-06-04,41600.0
1569,F40118,2023-02-08,2023-03-12,32403.960000000003
1570,F40164,2023-02-17,2023-03-18,4631.9800000000005
1571,F36263,2021-09-28,2021-09-28,350.00000000000006
1572,F38993,2022-09-06,2022-09-06,70.0
1573,F37530,2022-01-19,2022-03-17,8498.4
1574,F31583,2020-02-18,2020-05-22,14180.0
1575,F30426,2019-11-28,2019-11-28,1130.0
1576,F34077,2021-02-03,2021-02-02,4131.900000000001
1577,F30474,2019-12-02,2019-12-03,447.48
1578,F32341,2020-08-05,2020-08-23,80854.40000000001
1579,F32665,2020-09-28,2020-08-27,46874.00000000001
1580,F32834,2020-09-28,2020-09-11,46874.00000000001
1581,F33218,2020-10-22,2020-11-21,46874.00000000001
1582,F38352,2022-06-03,2022-07-10,32582.18
1583,F31545,2020-03-10,2020-03-19,2313.52
1584,F33737,2020-12-16,2020-12-16,1485.34
1585,F35975,2021-08-18,2021-09-29,14851.710000000001
1586,F39025,2022-09-09,2022-10-09,293.0
1587,F30756,2020-01-09,2020-01-09,1144.84
1588,F32343,2020-07-24,2020-07-24,130.0
1589,F34300,2021-02-17,2021-02-23,3828.020000000001
1590,F34324,2021-02-24,2021-02-24,910.0
1591,F34486,2021-03-10,2021-03-10,1147.5000000000002
1592,F36419,2021-10-15,2021-10-15,560.0
1593,F37103,2022-01-12,2022-01-12,5572.89
1594,F37435,2022-02-21,2022-02-22,12434.58
1595,F33895,2021-01-13,2021-01-13,1498.0000000000002
1596,F40199,2023-02-21,2023-02-22,1450.0
1597,F35236,2021-06-02,2021-06-02,480.00000000000006
1598,F35237,2021-06-02,2021-06-02,480.00000000000006
1599,F30475,2019-12-03,2019-12-03,1161.8000000000002
1600,F32502,2020-07-31,2020-09-10,9438.800000000001
1601,F34105,2021-01-28,2021-03-06,9438.800000000001
1602,F35020,2021-05-05,2021-06-11,9438.8
1603,F35889,2021-08-25,2021-09-18,1850.0000000000002
1604,F37624,2022-03-15,2022-04-14,9438.800000000001
1605,F37833,2022-04-05,2022-05-05,1850.0000000000002
1606,F37834,2022-04-05,2022-05-05,9438.800000000001
1607,F38777,2022-08-08,2022-09-09,9438.800000000001
1608,F39259,2022-10-06,2022-11-05,9438.8
1609,F39541,2022-11-09,2022-12-10,9438.800000000001
1610,F40208,2023-02-20,2023-03-24,4719.400000000001
1611,F32056,2020-06-04,2020-07-09,19829.64
1612,F31813,2020-05-12,2020-05-27,1915.6546000000003
1613,F35344,2021-06-17,2021-07-02,374.74
1614,F38382,2022-06-15,2022-06-30,943.2600000000001
1615,F30015,2019-10-24,2019-11-23,5100.0
1616,F30069,2019-10-29,2019-11-28,13200.0
1617,F31254,2020-02-24,2020-03-25,13855.0
1618,F31280,2020-02-26,2020-03-27,171.81840000000003
1619,F31812,2020-05-12,2020-06-11,2402.727
1620,F31944,2020-06-01,2020-07-08,15461.5
1621,F32124,2020-06-30,2020-07-30,9450.0
1622,F33839,2021-01-07,2021-02-06,1566.0000000000002
1623,F34938,2021-04-30,2021-05-30,16636.36
1624,F34969,2021-05-04,2021-06-03,120.00000000000001
1625,F29772,2019-10-03,2019-10-18,1701.9
1626,F29773,2019-10-03,2019-10-18,1015.0400000000001
1627,F29774,2019-10-03,2019-10-18,1701.9
1628,F30384,2019-11-26,2019-11-26,4800.0
1629,F30621,2019-12-11,2020-02-16,9600.0
1630,F31931,2020-02-14,2020-08-04,5500.0
1631,F32045,2020-06-05,2020-08-22,11575.0
1632,F32410,2020-07-01,2020-07-31,5500.0
1633,F36049,2021-09-03,2021-09-03,2625.0
1634,F30897,2020-01-24,2020-01-24,675.6
1635,F31517,2020-03-04,2020-03-17,11371.78
1636,F32561,2020-08-11,2020-08-18,6480.000000000001
1637,F32698,2020-08-19,2020-08-31,2648.28
1638,F33228,2020-10-23,2020-10-23,7440.000000000001
1639,F33506,2020-11-25,2020-11-25,946.2384000000001
1640,F33785,2020-12-17,2020-12-22,7615.000000000001
1641,F34081,2021-02-02,2021-02-02,1923.0000000000002
1642,F34232,2021-02-16,2021-02-17,18600.0
1643,F34233,2021-02-17,2021-02-17,172.0
1644,F34481,2021-03-10,2021-03-10,1088.0
1645,F34720,2021-03-29,2021-04-07,3300.0000000000005
1646,F35072,2021-05-27,2021-05-18,9138.0
1647,F35419,2021-06-28,2021-06-28,530.0
1648,F35530,2021-07-12,2021-07-09,13285.0
1649,F36079,2021-09-07,2021-09-07,726.0
1650,F37339,2022-02-09,2022-02-11,8667.0
1651,F38940,2022-08-30,2022-08-30,1424.3
1652,F39726,2022-12-08,2022-12-08,243.20000000000002
1653,F39801,2022-12-15,2022-12-21,13575.0
1654,F39916,2023-01-13,2023-01-13,9264.654700000001
1655,F40013,2024-02-07,2023-01-27,13880.0
1656,F40296,2023-03-03,2023-03-03,11851.42
1657,F38622,2022-07-20,2022-07-20,1428.02
1658,F38628,2022-07-20,2022-07-20,225.00000000000003
1659,F38644,2022-07-22,2022-07-22,3690.0
1660,F38440,2022-06-03,2022-06-23,8100.0
1661,F35971,2021-08-20,2021-08-27,20160.0
1662,F38002,2022-04-15,2022-05-27,39300.0
1663,F38005,2022-04-15,2022-05-27,39300.0
1664,F34043,2021-01-29,2021-01-29,659.0
1665,F34922,2021-05-03,2021-04-29,2636.0
1666,F34973,2021-05-04,2021-05-04,2079.0
1667,F36259,2021-09-27,2021-09-28,550.0
1668,F38496,2022-06-30,2022-06-30,2068.96
1669,F29706,2019-09-30,2019-09-30,6737.198200000001
1670,F29851,2019-09-27,2019-10-09,8421.5
1671,F30247,2019-11-08,2019-11-13,5243.0
1672,F30315,2019-11-08,2019-11-21,5800.0
1673,F30393,2019-11-08,2019-11-26,2621.5
1674,F30893,2020-01-10,2020-01-24,12496.5
1675,F31673,2020-03-31,2020-03-31,5284.0
1676,F31720,2020-04-06,2020-04-14,5284.0
1677,F33065,2020-10-06,2020-10-09,2000.0
1678,F33066,2020-10-02,2020-10-09,1600.0000000000002
1679,F33088,2020-10-08,2020-10-13,4210.0
1680,F35195,2021-05-24,2021-05-28,4045.0
1681,F37961,2022-04-28,2022-04-22,4828.872
1682,F37962,2022-04-28,2022-04-22,3000.0000000000005
1683,F34064,2021-01-29,2021-01-29,293.1034
1684,F34131,2021-02-03,2021-02-08,551.72
1685,F34323,2021-02-16,2021-02-24,551.72
1686,F33898,2021-01-14,2021-01-14,1089.0
1687,F36277,2021-09-29,2021-09-29,1500.0
1688,F36401,2021-10-13,2021-10-13,1505.3600000000001
1689,F39911,2023-01-12,2023-01-12,2441.25
1690,F29989,2019-10-23,2019-10-23,216.19000000000003
1691,F32063,2020-06-24,2020-06-24,1.0
1692,F29504,2019-09-13,2019-09-13,2989.0400000000004
1693,F29641,2019-09-13,2019-09-25,3743.0000000000005
1694,F30051,2019-10-28,2019-10-28,570.1080000000001
1695,F30071,2019-10-29,2019-10-29,1430.0000000000002
1696,F30112,2019-10-31,2019-10-31,6196.500000000001
1697,F30182,2019-10-21,2019-11-07,6196.500000000001
1698,F30184,2019-11-07,2019-11-07,260.1
1699,F30442,2019-11-15,2019-11-29,16464.08
1700,F30784,2020-01-06,2020-01-14,9350.0
1701,F31664,2020-03-20,2020-03-31,7435.8
1702,F31908,2020-05-14,2020-05-29,27642.800000000003
1703,F31909,2020-05-29,2020-05-29,12769.4655
1704,F31910,2020-05-29,2020-05-29,2192.8448000000003
1705,F31961,2020-05-14,2020-06-10,10624.740000000002
1706,F31996,2020-05-14,2020-06-16,6816.000000000001
1707,F32086,2020-06-26,2020-06-26,1472.3000000000002
1708,F34607,2021-03-25,2021-03-24,2798.0
1709,F34745,2021-04-09,2021-04-09,684.4000000000001
1710,F35162,2021-05-12,2021-05-26,6977.000000000001
1711,F35443,2021-06-30,2021-06-29,20221.500000000004
1712,F35703,2021-07-23,2021-07-29,13750.000000000002
1713,F35757,2021-08-04,2021-08-04,2122.5
1714,F36483,2021-10-06,2021-10-22,3552.5000000000005
1715,F36543,2021-11-03,2021-10-29,8750.0
1716,F36809,2021-11-26,2021-11-30,16785.8
1717,F37236,2022-01-27,2022-01-31,1995.4
1718,F38282,2022-05-31,2022-05-31,12393.000000000002
1719,F38283,2022-06-01,2022-05-31,13201.0
1720,F38876,2022-08-22,2022-08-23,18700.0
1721,F38920,2022-08-12,2022-08-26,4689.240000000001
1722,F39046,2022-09-08,2022-09-13,12500.0
1723,F39266,2022-10-07,2022-10-07,1204.8000000000002
1724,F39365,2022-10-18,2022-10-21,20772.9
1725,F39366,2022-10-17,2022-10-21,13861.6
1726,F39501,2022-11-04,2022-11-04,1506.0
1727,F39968,2023-01-16,2023-01-23,5730.000000000001
1728,F37907,2022-04-13,2022-04-13,3701.36
1729,F37997,2022-04-25,2022-05-10,7402.72
1730,F39116,2022-09-19,2022-09-22,915.0000000000001
1731,F39117,2022-09-15,2022-09-22,2146.9500000000003
1732,F39124,2022-09-15,2022-09-22,448.71000000000004
1733,F39928,2023-01-20,2023-01-17,977.42
1734,F40297,2023-03-13,2023-03-03,12500.000000000002
1735,F29472,2019-09-11,2019-10-11,1500.0000000000002
1736,F29473,2019-09-11,2019-10-11,24000.000000000004
1737,F29507,2019-09-13,2019-10-13,1764.0956
1738,F29642,2019-09-25,2019-10-25,6000.000000000001
1739,F29736,2019-10-02,2019-11-01,23266.250000000004
1740,F29771,2019-09-03,2019-11-02,16000.000000000002
1741,F29814,2019-09-09,2019-11-06,1200.0
1742,F29893,2019-10-07,2019-11-13,1500.0000000000002
1743,F30593,2019-12-16,2019-12-16,37327.0
1744,F30595,2019-10-07,2019-12-17,1920.0000000000002
1745,F30731,2019-12-18,2020-02-07,2750.0
1746,F30734,2019-12-18,2020-02-07,4780.0
1747,F30928,2020-01-23,2020-02-27,24640.0
1748,F31029,2020-01-27,2020-03-07,42000.0
1749,F31134,2020-02-07,2020-03-15,5640.0
1750,F31437,2020-03-06,2020-04-08,93360.00000000001
1751,F31447,2020-03-12,2020-04-08,480.0
1752,F31479,2020-03-13,2020-04-11,2900.0
1753,F31690,2020-04-06,2020-04-30,46680.00000000001
1754,F31882,2020-05-25,2020-06-26,54460.0
1755,F32092,2020-06-25,2020-07-26,23760.000000000004
1756,F32143,2020-06-25,2020-08-01,950.0000000000001
1757,F32144,2020-06-25,2020-08-01,2160.0
1758,F32191,2020-07-08,2020-08-07,23340.000000000004
1759,F32286,2020-07-10,2020-08-19,70020.0
1760,F32560,2020-08-12,2020-09-17,46680.00000000001
1761,F32677,2020-08-28,2020-09-27,23340.000000000004
1762,F32678,2020-09-04,2020-09-27,46680.00000000001
1763,F32862,2020-09-18,2020-10-18,23340.000000000004
1764,F32863,2020-09-18,2020-10-18,46680.00000000001
1765,F32910,2020-09-11,2020-10-24,155400.0
1766,F33032,2020-09-28,2020-11-06,13940.000000000002
1767,F33100,2020-10-16,2020-11-12,57000.00000000001
1768,F33134,2020-10-07,2020-11-14,12000.0
1769,F33472,2020-11-19,2020-12-20,46680.00000000001
1770,F33480,2020-11-23,2020-12-23,6300.000000000001
1771,F33597,2020-11-24,2020-12-31,3700.0000000000005
1772,F33629,2020-11-19,2021-01-03,88574.0
1773,F33630,2020-11-19,2021-01-03,88574.0
1774,F33747,2020-12-17,2021-01-15,9440.0
1775,F34636,2021-03-23,2021-04-25,21202.440000000002
1776,F34814,2021-04-16,2021-05-19,17668.7
1777,F34901,2021-04-26,2021-05-27,8834.35
1778,F34902,2021-04-16,2021-05-27,31844.000000000004
1779,F35130,2021-05-18,2021-06-23,2156.46
1780,F35355,2021-06-11,2021-07-18,2651.25
1781,F35414,2021-06-30,2021-07-25,93360.00000000001
1782,F35473,2021-06-25,2021-07-31,54955.25000000001
1783,F35656,2021-07-26,2021-08-22,35337.4
1784,F36166,2021-09-22,2021-10-17,60347.0
1785,F36316,2021-09-29,2021-11-03,4650.0
1786,F36630,2021-11-08,2021-12-10,4418.75
1787,F37299,2022-01-28,2022-03-10,21602.160000000003
1788,F37535,2022-02-25,2022-04-02,46680.00000000001
1789,F37899,2022-04-07,2022-05-13,9006.900000000001
1790,F39139,2022-09-19,2022-10-23,140040.00000000003
1791,F39342,2022-10-19,2022-11-18,42790.0
1792,F39525,2022-10-26,2022-12-08,19801.98
1793,F39576,2022-11-14,2022-12-15,27808.000000000004
1794,F39605,2022-11-17,2022-12-18,1338.0
1795,F39631,2022-11-18,2022-12-24,7205.52
1796,F39632,2022-11-25,2022-12-24,9440.0
1797,F39633,2022-11-29,2022-12-25,36003.6
1798,F39634,2022-11-29,2022-12-25,46680.00000000001
1799,F40134,2023-02-14,2023-03-16,18069.88
1800,F29647,2019-09-20,2019-10-25,4005.7500000000005
1801,F29848,2019-10-09,2019-11-08,350.00000000000006
1802,F30062,2019-10-29,2019-11-28,45600.0
1803,F30546,2019-12-10,2020-01-09,1945.0000000000002
1804,F30626,2019-12-18,2020-01-17,1600.0000000000002
1805,F31137,2020-02-14,2020-03-15,49800.00000000001
1806,F31818,2020-05-07,2020-06-13,66280.0
1807,F32849,2020-09-15,2020-10-18,35700.0
1808,F32949,2020-09-29,2020-10-29,5350.0
1809,F33146,2020-10-16,2020-11-15,4050.0
1810,F33519,2020-11-23,2020-12-26,4005.0
1811,F33674,2020-12-09,2021-01-08,289.5
1812,F33962,2020-12-21,2021-02-21,2203.2
1813,F34046,2021-01-29,2021-02-28,294.0
1814,F34129,2021-02-03,2021-03-07,8011.500000000001
1815,F34161,2021-02-03,2021-03-12,49336.00000000001
1816,F34410,2021-03-03,2021-03-03,798.0
1817,F35280,2021-06-09,2021-07-25,24315.000000000004
1818,F35433,2021-06-29,2021-08-13,2705.0
1819,F35490,2021-06-30,2021-08-16,17490.0
1820,F35668,2021-07-20,2021-09-10,9132.0
1821,F36359,2021-10-07,2021-11-21,1200.0
1822,F36367,2021-10-08,2021-11-22,1200.0
1823,F37657,2022-03-14,2022-04-30,1200.0
1824,F37896,2022-04-12,2022-05-27,1200.0
1825,F38221,2022-05-16,2022-07-08,77760.0
1826,F38294,2022-05-16,2022-07-17,5460.0
1827,F39019,2022-09-08,2022-10-24,6000.000000000001
1828,F39636,2022-11-25,2023-01-09,1950.0000000000002
1829,F32626,2020-08-25,2020-08-25,765.47
1830,F29414,2019-09-03,2019-09-18,3980.0
1831,F29419,2019-09-04,2019-09-19,3979.9979999999996
1832,F29430,2019-09-05,2019-09-20,1989.9989999999998
1833,F30311,2019-11-20,2019-12-05,2480.0000000000005
1834,F30319,2019-11-21,2019-12-06,3960.0000000000005
1835,F30498,2019-12-05,2019-12-20,1980.0
1836,F30538,2019-12-11,2019-12-25,6834.0
1837,F30544,2019-12-11,2019-12-25,4854.000000000001
1838,F30759,2020-01-10,2020-01-25,4230.0
1839,F30874,2020-01-22,2020-02-06,3630.0000000000005
1840,F31018,2020-02-05,2020-02-20,2275.0
1841,F31182,2020-02-19,2020-03-05,5905.0
1842,F31470,2020-03-11,2020-03-26,1150.0
1843,F31614,2020-03-25,2020-04-09,3630.0000000000005
1844,F31667,2020-03-31,2020-04-15,4624.612
1845,F31716,2020-04-08,2020-04-23,2064.8
1846,F31717,2020-04-08,2020-04-23,1780.0000000000002
1847,F31802,2020-05-05,2020-05-20,3630.0000000000005
1848,F32442,2020-08-05,2020-08-20,2275.0000000000005
1849,F32721,2020-09-01,2020-09-17,2277.0
1850,F32736,2020-09-03,2020-09-18,2484.0
1851,F33236,2020-10-27,2020-11-11,1565.9985
1852,F33600,2020-12-02,2020-12-17,2484.0
1853,F34211,2021-02-16,2021-03-03,1196.0
1854,F34430,2021-03-04,2021-03-19,4303.0
1855,F36731,2021-11-19,2021-12-08,5528.0
1856,F37799,2022-03-31,2022-04-15,1260.0
1857,F34568,2021-03-19,2021-03-19,1786.2400000000002
1858,F34630,2021-03-19,2021-03-26,498.8
1859,F34953,2021-05-04,2021-05-04,1206.63
1860,F35277,2021-06-10,2021-06-10,1206.6200000000001
1861,F30448,2019-11-12,2019-11-29,2400.0
1862,F34537,2021-03-17,2021-03-17,1793.3500000000004
1863,F35406,2021-06-25,2021-06-25,710.0
1864,F36524,2021-10-28,2021-10-28,2047.44
1865,F37274,2022-02-02,2022-02-03,680.0
1866,F38694,2022-07-28,2022-07-28,1703.7504000000001
1867,F38695,2022-07-22,2022-07-28,1680.0000000000002
1868,F39085,2022-09-19,2022-09-20,3407.5008
1869,F39478,2022-11-03,2022-11-03,1703.7504
1870,F39479,2022-11-03,2022-11-03,1703.7504000000001
1871,F39693,2022-12-01,2022-12-05,3407.5008
1872,F39853,2023-01-04,2023-01-04,5111.2512
1873,F39860,2023-01-04,2023-01-04,197.3
1874,F39972,2023-01-24,2023-01-24,8913.383
1875,F40087,2023-02-03,2023-02-07,550.0
1876,F40088,2023-02-03,2023-02-07,550.0
1877,F40109,2023-02-09,2023-02-09,760.0
1878,F32340,2020-07-24,2020-07-24,2184.0
1879,F33067,2020-10-14,2020-10-09,3000.0
1880,F33167,2020-10-16,2020-10-19,1850.0000000000002
1881,F34277,2021-02-17,2021-02-19,2950.0
1882,F34306,2021-02-19,2021-02-23,4500.0
1883,F34545,2021-03-17,2021-03-18,7050.0
1884,F38574,2022-07-12,2022-07-12,285.90000000000003
1885,F39412,2022-10-25,2022-10-26,5901.450000000001
1886,F29991,2019-10-23,2019-11-07,371.02000000000004
1887,F37713,2022-03-17,2022-04-07,10047.0
1888,F37947,2022-04-21,2022-05-06,10047.0
1889,F38477,2022-06-28,2022-07-13,15377.0
1890,F38646,2022-07-20,2022-08-06,19243.56
1891,F38826,2022-08-15,2022-08-31,19243.56
1892,F39257,2022-10-06,2022-11-05,1060.3000000000002
1893,F39318,2022-10-20,2022-11-16,3855.6000000000004
1894,F39472,2022-11-01,2022-12-01,5126.625
1895,F39612,2022-11-23,2022-12-23,2665.0
1896,F30457,2019-11-29,2019-11-29,7471.2758
1897,F31093,2020-02-11,2020-02-11,3930.0000000000005
1898,F32756,2020-09-04,2020-09-04,467.71000000000004
1899,F32842,2020-09-15,2020-09-15,3910.0000000000005
1900,F32870,2020-09-21,2020-09-21,471.62000000000006
1901,F33727,2020-12-15,2020-12-15,3924.0000000000005
1902,F33738,2020-12-11,2020-12-16,5465.0
1903,F33788,2020-12-22,2020-12-22,943.2400000000001
1904,F33897,2021-01-14,2021-01-14,5970.000000000001
1905,F34829,2021-04-20,2021-04-20,1566.6344000000001
1906,F35890,2021-08-19,2021-08-19,471.62000000000006
1907,F36080,2021-09-07,2021-09-07,1958.293
1908,F36380,2021-10-08,2021-10-08,3916.5860000000002
1909,F36715,2021-11-19,2021-11-19,1800.0000000000002
1910,F36858,2021-12-03,2021-12-03,3980.0000000000005
1911,F37570,2022-03-07,2022-03-08,5331.476000000001
1912,F38568,2022-07-11,2022-07-11,2154.1223
1913,F38768,2022-08-08,2022-08-09,3980.0000000000005
1914,F39101,2022-09-21,2022-09-21,3916.5860000000002
1915,F39373,2022-10-24,2022-10-24,1848.0000000000002
1916,F39658,2022-11-29,2022-12-08,3916.5860000000002
1917,F39999,2023-01-26,2023-02-03,3980.0000000000005
1918,F33157,2020-10-12,2020-10-19,1970.0
1919,F33973,2021-01-18,2021-01-25,1389.0
1920,F34062,2021-01-29,2021-01-29,1389.0
1921,F34401,2021-03-04,2021-03-02,8590.0
1922,F34628,2021-03-24,2021-03-25,1350.0
1923,F35110,2021-05-21,2021-05-21,1350.0
1924,F37410,2022-02-23,2022-02-18,25075.0
1925,F38091,2022-05-05,2022-05-05,25075.000000000004
1926,F38093,2022-05-11,2022-05-05,9940.0
1927,F38135,2022-05-11,2022-05-11,9940.0
1928,F38136,2022-05-11,2022-05-11,25075.000000000004
1929,F39000,2022-09-09,2022-09-07,4556.9
1930,F39024,2022-09-09,2022-09-09,4556.900000000001
1931,F31161,2020-02-13,2020-03-18,1112.0
1932,F31660,2020-03-19,2020-04-30,6500.500000000001
1933,F32353,2020-07-27,2020-08-26,181.818
1934,F34671,2021-03-31,2021-04-30,750.0000000000001
1935,F36580,2021-11-03,2021-12-04,39144.0
1936,F36641,2021-11-03,2021-12-11,5386.0
1937,F37096,2022-01-11,2022-02-10,1140.0
1938,F37872,2022-04-04,2022-05-08,7858.22
1939,F38859,2022-08-16,2022-09-18,1412.64
1940,F39912,2023-01-11,2023-02-11,660.0
1941,F31613,2020-03-24,2020-03-25,3370.0000000000005
1942,F36654,2021-11-12,2021-11-12,258.62
1943,F36737,2021-11-22,2021-11-23,560.0
1944,F38039,2022-04-29,2022-04-29,301.7241
1945,F38109,2022-05-09,2022-05-09,634.5
1946,F30963,2020-01-24,2020-03-01,656.25
1947,F31001,2020-01-31,2020-03-01,1587.2413000000001
1948,F31102,2020-01-31,2020-03-12,1587.2400000000002
1949,F31440,2020-02-27,2020-04-08,3930.6200000000003
1950,F31627,2020-03-25,2020-04-25,400.00000000000006
1951,F32980,2020-09-25,2020-10-30,1253.77
1952,F35245,2021-06-02,2021-07-03,1146.0
1953,F35605,2021-07-19,2021-08-18,1910.0
1954,F30840,2020-01-20,2020-01-20,132.2775
1955,F32027,2020-06-19,2020-06-19,137.94
1956,F29491,2019-09-12,2019-09-27,1330.0
1957,F30086,2019-10-30,2019-11-14,1520.0000000000002
1958,F32213,2020-07-10,2020-07-25,469.00000000000006
1959,F35134,2021-05-24,2021-06-08,471.62000000000006
1960,F30879,2020-01-22,2020-01-22,333.54
1961,F31167,2020-02-18,2020-02-18,2762.9400000000005
1962,F31633,2020-03-19,2020-03-27,1009.2900000000001
1963,F31978,2020-06-11,2020-06-15,6120.6900000000005
1964,F32057,2020-06-24,2020-06-24,597.2728
1965,F32069,2020-06-25,2020-06-25,375.00000000000006
1966,F34521,2021-03-16,2021-03-16,2278.45
1967,F34769,2021-03-26,2021-04-13,2278.4500000000003
1968,F36852,2021-09-15,2021-12-03,1675.0
1969,F37386,2022-01-07,2022-02-17,4595.9
1970,F37793,2022-03-18,2022-03-31,431.0344
1971,F37832,2022-03-28,2022-04-05,2278.4500000000003
1972,F38032,2022-04-21,2022-04-29,431.03440000000006
1973,F38145,2022-04-27,2022-05-12,2278.45
1974,F38814,2022-08-05,2022-08-15,2746.12
1975,F39764,2022-12-14,2022-12-14,2278.45
1976,F40178,2023-02-15,2023-02-17,2278.4500000000003
1977,F40223,2023-02-27,2023-02-24,1735.0000000000002
1978,F33012,2020-10-02,2020-10-02,1108.89
1979,F37528,2022-03-01,2022-03-01,1476.0000000000002
1980,F29841,2019-10-01,2019-10-09,7512.000000000001
1981,F31334,2020-02-24,2020-02-28,6935.400000000001
1982,F31964,2020-06-05,2020-06-10,4764.0
1983,F32058,2020-06-15,2020-06-24,4764.0
1984,F34329,2021-02-25,2021-02-24,4994.0
1985,F34766,2021-03-23,2021-04-13,4994.0
1986,F30277,2019-11-08,2019-11-14,103.45
1987,F32485,2020-08-10,2020-08-10,790.6819999999999
1988,F32492,2020-08-07,2020-08-10,3296.0000000000005
1989,F33619,2020-12-03,2020-12-03,339.0
1990,F36764,2021-11-25,2021-11-25,1415.0000000000002
1991,F37075,2022-01-07,2022-01-07,1756.0400000000002
1992,F37076,2022-01-07,2022-01-07,1724.13
1993,F39846,2023-01-03,2023-01-03,5610.000000000001
1994,F36685,2021-11-18,2021-11-18,1455.16
1995,F37960,2022-04-22,2022-04-22,676.72
1996,F38516,2022-07-04,2022-07-04,727.58
1997,F31019,2020-02-05,2020-02-05,3569.523
1998,F31821,2020-05-14,2020-05-14,1992.4482000000003
1999,F33281,2020-10-20,2020-10-29,3502.0800000000004
2000,F39293,2022-10-12,2022-10-12,336.3
2001,F39344,2022-10-19,2022-10-19,336.3
2002,F34780,2021-04-14,2021-04-14,612.04
2003,F36022,2021-08-31,2021-08-31,2586.2068000000004
2004,F34861,2021-04-20,2021-05-22,2023.44
2005,F35591,2021-07-08,2021-08-15,1500.0000000000002
2006,F39239,2022-09-27,2022-11-03,4500.0
2007,F33571,2020-11-30,2020-11-30,2335.862
2008,F32764,2020-09-07,2020-09-07,3545.0000000000005
2009,F34832,2021-04-13,2021-04-20,526.0
2010,F39349,2022-10-17,2022-10-20,906.0500000000001
2011,F39356,2022-10-20,2022-10-20,1225.0
2012,F39932,2023-01-18,2023-01-18,997.941
2013,F40062,2023-01-31,2023-01-31,1783.0000000000002
2014,F40077,2023-01-24,2023-02-02,1693.8500000000001
2015,F40274,2023-02-28,2023-02-28,2237.5
2016,F34005,2021-01-27,2021-01-27,2292.15
2017,F36092,2021-09-08,2021-09-08,290.0
2018,F39194,2022-09-30,2022-09-30,201.84
2019,F39868,2023-01-05,2023-01-05,1336.98
2020,F35203,2021-05-31,2021-05-31,145.9764
2021,F37016,2021-12-21,2021-12-24,3017.2413
